Time,Indoor Temp,Weather Temp,CO2,Relative Humidity,Lighting,Rain,Sun,Wind,Sunlight(West),Sunlight(East),Sunlight(South),Sun Irradiance,Outdoor Temp,Outdoor Relative Humidity
1615,20.458,17.2667,191.851,41.6733,20.9853,0.0,617.963,2.43933,79021.4,7304.19,12491.1,397.6,20.7813,34.3813
1630,20.4807,17.0,191.573,40.408,20.8233,0.0,617.877,2.37333,81835.3,7426.05,10163.9,374.357,20.392,34.4147
1645,20.4767,17.0,191.445,39.28,20.8867,0.0,617.451,2.65667,79227.6,7168.0,8802.3,321.088,20.0607,35.096
1700,20.4433,17.0,191.115,39.0693,21.246,0.0,617.28,2.64933,76122.8,7010.3,7727.1,267.456,19.7487,35.3333
1715,20.3933,17.0,190.56,38.5707,21.102,0.0,617.067,2.98933,72130.6,6458.37,6859.78,215.349,19.4753,35.9
1730,20.3533,16.2667,190.304,38.688,20.8233,0.0,616.171,2.112,21533.4,3806.21,3576.83,106.172,19.244,36.68
1745,20.2787,16.0,190.453,38.508,20.9033,0.0,615.296,2.158,1978.37,2329.6,1698.82,25.396,19.0333,37.4467
1800,20.23,16.0,190.144,39.024,20.9047,0.0,614.464,2.22933,1598.46,1734.66,1318.91,18.6027,18.7787,37.6267
1815,20.1593,16.0,191.04,39.0827,14.306,0.0,614.357,2.13733,1154.05,953.344,523.264,10.608,18.454,38.0867
1830,20.0987,16.0,190.773,38.8773,11.524,0.0,613.973,1.82,0.0,0.0,0.0,1.58733,18.1953,38.8187
1845,20.0267,16.0,190.453,38.9773,11.426,0.0,434.416,1.31467,0.0,0.0,0.0,-3.57733,18.054,39.5933
1900,19.9433,16.0,190.411,39.6253,11.866,0.0,41.8407,1.46533,0.0,0.0,0.0,-3.57733,17.884,40.0547
1915,19.8633,15.2667,190.848,39.768,11.5073,0.0,1.75,1.944,0.0,0.0,0.0,-3.64267,17.6987,40.4613
1930,19.7867,14.8667,190.997,39.9293,11.6867,0.0,0.694,1.48267,0.0,0.0,0.0,-3.57733,17.5253,41.0133
1945,19.7007,14.0,190.208,39.9293,11.72,0.0,0.65,1.452,0.0,0.0,0.0,-3.64267,17.3733,41.4747
2000,19.61,14.0,191.147,40.18,11.6053,0.0,0.65,1.50867,0.0,0.0,0.0,-3.64267,17.1893,41.7733
2015,19.54,14.0,191.307,40.0933,11.6053,0.0,0.65,1.41867,0.0,0.0,0.0,-3.57733,17.0187,42.1253
2030,19.4447,13.6667,190.517,40.1373,11.622,0.0,0.65,1.19467,0.0,0.0,0.0,-3.38133,16.852,42.448
2045,19.3733,13.0,190.475,40.3427,11.7033,0.0,0.694,0.622,0.0,0.0,0.0,-3.708,16.678,42.8747
2100,19.29,13.0,190.603,40.6227,11.6053,0.0,0.782,0.722667,0.0,0.0,0.0,-3.57733,16.5393,43.2213
2115,19.2167,13.0,191.264,40.8013,11.524,0.0,0.914,0.416667,0.0,0.0,0.0,-3.57733,16.3727,43.552
2130,19.122,12.6667,191.221,41.048,11.524,0.0,1.178,0.336,0.0,0.0,0.0,-3.64267,16.212,43.8693
2145,19.0227,12.0,190.443,41.344,11.8827,0.0,1.266,0.231333,0.0,0.0,0.0,-3.64267,16.074,44.1013
2200,18.958,12.0,191.115,41.6267,11.6053,0.0,1.178,0.129333,0.0,0.0,0.0,-3.57733,15.9373,44.4213
2215,18.89,12.9333,190.581,42.096,11.524,0.0,1.266,0.127333,0.0,0.0,0.0,-3.44667,15.792,45.3787
2230,18.8027,13.0,190.357,42.424,11.524,0.0,1.31,0.0,0.0,0.0,0.0,-3.57733,15.642,45.7867
2245,18.7227,13.0,190.891,42.8667,11.6867,0.0,1.222,0.236,0.0,0.0,0.0,-3.57733,15.4753,46.5973
2300,18.634,13.0,191.509,43.12,11.7033,0.0,1.31,0.32,0.0,0.0,0.0,-3.38133,15.2933,46.992
2315,18.548,13.0,191.189,43.272,11.6867,0.0,1.31,0.342,0.0,0.0,0.0,-3.25067,15.1193,47.6107
2330,18.4673,12.1333,191.147,43.6347,11.6053,0.0,1.31,0.321333,0.0,0.0,0.0,-3.316,15.0247,48.2667
2345,18.36,12.0,191.637,43.8907,11.622,0.0,1.31,0.524,0.0,0.0,0.0,-3.316,14.892,48.456
0,18.274,11.6667,192.096,43.72,11.524,0.0,1.31,0.146667,0.0,0.0,0.0,-3.18533,14.7613,48.6987
15,18.1667,11.0667,191.008,44.1147,11.6867,0.0,1.266,0.316,0.0,0.0,0.0,-3.316,14.6733,48.8347
30,18.0833,11.0,191.765,44.1573,11.4427,0.0,1.31,0.180667,0.0,0.0,0.0,-3.316,14.574,49.3173
45,17.9867,11.0,191.755,43.9627,11.524,0.0,1.31,0.264667,0.0,0.0,0.0,-3.38133,14.472,49.0533
100,17.8933,11.0,191.477,44.0267,11.8827,0.0,1.31,0.658,0.0,0.0,0.0,-3.44667,14.3627,49.6347
115,17.8027,11.0,191.424,44.1733,11.6867,0.0,1.31,0.441333,0.0,0.0,0.0,-3.38133,14.2433,49.9867
130,17.722,10.4667,191.947,44.1707,11.6867,0.0,1.31,0.606667,0.0,0.0,0.0,-3.18533,14.0227,51.3147
145,17.6393,10.0,191.893,44.424,11.524,0.0,1.31,0.0,0.0,0.0,0.0,-3.316,13.9033,50.768
200,17.5467,10.0,191.253,44.6667,11.866,0.0,1.31,0.0,0.0,0.0,0.0,-3.38133,13.8333,50.8533
215,17.474,10.0,191.275,44.936,11.7027,0.0,1.31,0.138,0.0,0.0,0.0,-3.18533,13.6467,52.024
230,17.3727,9.86667,191.573,45.1067,11.524,0.0,1.31,0.216667,0.0,0.0,0.0,-3.18533,13.5633,52.5813
245,17.3167,9.0,191.691,45.032,11.6867,0.0,1.266,0.0773333,0.0,0.0,0.0,-3.316,13.476,52.3733
300,17.206,9.0,191.904,45.0933,11.7847,0.0,1.31,0.145333,0.0,0.0,0.0,-3.38133,13.2987,53.0533
315,17.1013,9.53333,192.661,45.2613,11.6053,0.0,1.266,0.0,0.0,0.0,0.0,-3.316,13.1307,53.5707
330,17.0107,8.66667,192.427,45.3893,11.4427,0.0,1.266,0.036,0.0,0.0,0.0,-3.18533,12.9493,54.0827
345,16.924,8.0,192.523,45.4267,11.7033,0.0,1.31,0.0,0.0,0.0,0.0,-3.44667,12.7887,54.3867
400,16.8567,8.0,193.205,45.512,11.6867,0.0,1.266,0.0,0.0,0.0,0.0,-3.316,12.6573,54.7173
415,16.756,8.0,193.451,45.576,11.6053,0.0,1.178,0.0,0.0,0.0,0.0,-3.18533,12.5073,55.184
430,16.6593,8.0,193.792,45.632,11.6053,0.0,1.09,0.0413333,0.0,0.0,0.0,-3.316,12.38,55.96
445,16.5413,8.86667,194.016,45.68,11.524,0.0,0.914,0.0746667,0.0,0.0,0.0,-3.18533,12.1733,56.656
500,16.446,8.73333,195.819,45.6507,11.7847,0.0,1.046,0.0853333,0.0,0.0,0.0,-3.18533,12.0967,55.7707
515,16.3473,7.0,195.787,45.6213,11.524,0.0,12.82,0.044,0.0,0.0,0.0,-3.25067,12.0127,55.808
530,16.254,7.0,195.648,45.6347,11.6053,0.0,237.859,0.0,0.0,0.0,0.0,-3.12,11.8273,56.7333
545,16.1533,7.0,196.128,45.6213,11.4427,0.0,611.371,0.406667,0.0,831.488,0.0,1.45733,11.672,56.976
600,16.0533,7.0,197.035,45.6027,16.5327,0.0,612.011,0.282667,2422.78,11107.3,2300.93,18.0793,11.5767,56.696
615,15.9727,7.0,197.035,45.5627,21.0847,0.0,613.333,0.036,6651.9,39219.2,6723.58,57.444,11.478,57.0373
630,15.8967,7.0,196.981,45.4907,20.9853,0.0,615.211,0.0,8902.66,52275.9,9997.99,102.517,11.5293,55.7893
645,15.8433,7.0,196.331,45.408,21.1013,0.0,616.896,0.0,10528.4,61502.8,13803.5,151.403,11.7073,54.5333
700,15.8167,7.0,196.437,45.3173,21.246,0.0,618.347,0.0,11494.7,69206.0,19069.6,206.293,11.9473,53.28
715,15.8033,8.86667,196.256,45.2427,20.9847,0.0,619.541,0.176667,12075.0,74877.6,25604.1,256.96,12.284,52.12
730,15.8267,9.0,196.416,45.104,21.0847,0.0,620.096,0.266667,12598.6,78946.3,32692.9,309.643,12.6873,51.2853
745,15.87,9.66667,196.043,44.96,23.0213,0.0,620.907,0.145333,13172.1,81627.8,40704.7,362.965,13.154,50.672
800,15.9593,11.2,196.288,44.776,31.452,0.0,621.717,0.150667,13724.3,82094.8,47885.0,413.035,13.7127,50.336
815,16.0673,12.0,195.669,44.6907,38.068,0.0,622.229,0.764,14304.6,81955.5,54471.3,461.227,14.3293,49.736
830,16.2107,12.6667,196.309,44.4587,41.516,0.0,622.315,0.345333,14877.4,82315.9,60503.4,509.419,14.9513,49.3493
845,16.368,14.0,196.0,44.6373,41.336,0.0,622.784,0.782,14669.8,83208.9,65852.8,556.928,15.4507,48.0533
900,16.5987,14.1333,196.139,44.384,51.8347,0.0,623.04,1.26133,14068.4,85535.4,70694.2,603.819,16.0987,46.6133
915,16.8373,15.6,195.84,44.1467,51.752,0.0,623.467,0.928,13157.7,83951.6,74517.2,645.205,16.7307,45.0187
930,17.0607,16.0,196.053,44.6853,51.7173,0.0,622.997,1.91667,12290.0,80680.3,77742.1,684.501,17.72,42.7213
945,17.3047,16.1333,195.936,45.2827,51.408,0.0,622.656,2.318,11775.3,74995.0,80472.7,726.571,18.0107,43.7333
1000,17.5513,17.0,194.933,46.128,53.3947,0.0,622.315,2.93333,11221.7,67160.7,82463.4,761.088,18.2693,43.624
1015,17.8233,17.0,193.461,46.1067,79.8213,0.0,622.016,2.96933,10614.4,56306.3,84448.6,793.429,18.6127,43.408
1030,18.1267,17.0,193.013,46.0507,81.5013,0.0,621.888,2.68867,9683.97,42844.2,85349.7,813.653,19.0127,43.2107
1045,18.4453,17.9333,193.461,45.824,81.5813,0.0,622.187,2.40067,9139.2,31974.7,86485.7,841.344,19.4187,42.8773
1100,18.7287,18.1333,193.643,45.6507,81.424,0.0,622.4,2.20533,8694.78,23302.1,86676.8,858.112,19.858,42.432
1115,19.016,19.0,193.632,45.3787,81.5013,0.0,622.613,1.79267,8350.72,17831.9,86152.5,873.003,20.3067,41.9387
1130,19.3307,19.0,193.941,44.8667,81.504,0.0,622.485,2.05733,7977.98,14792.0,84497.7,884.565,20.696,41.096
1145,19.634,19.0,194.293,44.4133,81.584,0.0,622.997,1.80867,8228.86,12863.5,82217.6,891.264,21.3253,40.624
1200,19.9153,19.5333,194.88,45.0987,81.2427,0.0,622.571,2.65133,9697.96,10385.7,80000.3,895.275,21.6733,38.924
1215,20.196,20.0,194.795,44.1787,81.6027,0.0,622.485,1.51267,12556.3,9540.61,77217.8,895.829,22.1613,38.0293
1230,20.4893,20.0,195.019,44.1653,81.384,0.0,622.784,1.928,17423.0,9540.61,74287.8,891.264,22.6547,37.8573
1245,20.76,20.0,195.787,44.4453,81.2427,0.0,622.571,2.79333,24684.5,8931.33,70983.7,882.219,23.1973,39.0387
1300,21.0093,20.0,195.957,44.688,81.3813,0.0,620.779,3.788,34112.9,8200.19,67152.6,872.96,23.368,38.6827
1315,21.28,20.9333,196.469,44.8587,68.8667,0.0,620.48,3.652,45032.8,7942.14,62802.6,856.917,23.396,39.3747
1330,21.5067,21.0,196.043,45.2773,51.2373,0.0,620.48,3.20467,57898.3,7870.46,58365.3,837.931,23.476,38.724
1345,21.7333,21.3333,196.587,45.2213,50.912,0.0,620.139,3.59533,70617.8,7662.59,53922.5,816.64,23.544,37.9773
1400,21.9293,22.0,196.459,45.2587,51.1547,0.0,620.139,2.53733,79192.1,7727.1,48939.0,789.291,23.8867,38.364
1415,22.1107,22.0,196.811,44.8853,51.1573,0.0,620.352,2.812,86114.3,7712.77,44086.6,759.808,24.004,38.0747
1430,22.292,21.7333,197.003,44.7973,51.24,0.0,620.139,2.63133,91805.0,7934.98,38715.4,726.016,24.1507,38.4827
1445,22.468,20.0,197.259,44.936,50.3733,0.0,619.755,2.91267,92083.5,7734.27,32849.9,690.304,24.204,38.6453
1500,22.6347,20.0,196.875,43.088,41.3373,0.0,619.328,2.79733,92553.2,7490.56,27065.0,651.499,24.22,38.1813
1515,22.7813,20.0,196.992,42.0267,41.516,0.0,619.243,2.55533,90772.8,7225.34,21770.2,610.027,24.224,37.6173
1530,22.892,20.0,196.117,41.2467,37.4027,0.0,618.987,2.622,88156.8,7096.32,17738.4,565.675,24.1653,37.8413
1545,22.984,20.0,195.456,41.068,30.508,0.0,618.688,2.40067,87485.1,6988.8,14691.7,519.701,23.94,36.484
1600,23.0467,20.0,196.192,41.02,20.6607,0.0,618.56,2.79733,84746.2,6909.95,12468.9,469.269,23.556,37.9853
1615,23.0947,20.0,194.805,40.4133,20.7407,0.0,618.432,2.47933,82037.4,6909.95,10879.0,419.712,23.1413,39.1693
1630,23.0893,20.0,194.133,40.2227,20.9207,0.0,618.005,2.23667,79880.2,6974.46,9612.29,367.979,22.7307,39.1667
1645,23.0693,20.0,193.877,40.06,20.742,0.0,617.92,2.42733,77567.3,7003.14,8651.78,316.523,22.388,40.0053
1700,23.008,19.8667,194.549,40.08,20.742,0.0,617.408,2.72133,73894.6,6909.95,7698.43,263.424,22.0173,39.9707
1715,22.96,19.2,193.877,39.516,20.9207,0.0,617.28,1.982,69607.4,6358.02,6788.1,211.072,21.6853,38.5373
1730,22.8867,19.0,193.408,39.0547,20.7413,0.0,616.64,1.56533,16926.4,3627.01,3347.46,97.2747,21.3613,38.304
1745,22.8013,19.0,193.323,38.756,20.742,0.0,615.616,1.724,2107.39,2351.1,1763.33,26.7773,21.1307,38.8733
1800,22.732,19.0,194.304,38.8987,20.84,0.0,615.36,0.430667,1691.65,1813.5,1404.93,18.9653,20.904,39.9213
1815,22.644,19.0,194.112,39.5827,15.8313,0.0,615.296,0.0386667,1283.07,1125.38,609.28,10.1387,20.6813,41.3907
1830,22.5707,19.0,194.325,39.9973,11.2467,0.0,614.656,0.0,71.68,0.0,0.0,1.65267,20.438,41.944
1845,22.484,18.2667,193.792,40.1427,11.7033,0.0,472.587,0.0,0.0,0.0,0.0,-3.56467,20.194,41.84
1900,22.4187,18.0,193.941,40.288,11.328,0.0,54.8907,0.036,0.0,0.0,0.0,-3.708,19.9367,42.0267
1915,22.3307,17.0667,194.112,40.7653,11.3447,0.0,2.146,1.05867,0.0,0.0,0.0,-3.904,19.7247,43.9333
1930,22.2267,17.0,194.368,40.8493,11.328,0.0,0.694,0.0493333,0.0,0.0,0.0,-3.708,19.554,44.0693
1945,22.1413,16.6667,194.944,41.016,11.23,0.0,0.65,0.0,0.0,0.0,0.0,-3.708,19.352,44.344
2000,22.068,16.0,195.541,41.232,11.2133,0.0,0.65,0.504,0.0,0.0,0.0,-3.708,19.1613,45.176
2015,21.984,16.0,195.883,41.3973,11.4427,0.0,0.65,0.497333,0.0,0.0,0.0,-3.77333,18.9687,45.7493
2030,21.8933,16.0,196.107,41.632,11.426,0.0,0.65,0.653333,0.0,0.0,0.0,-3.64267,18.7773,46.0373
2045,21.8213,16.0,197.408,41.792,11.426,0.0,0.65,0.547333,0.0,0.0,0.0,-3.77333,18.5747,46.384
2100,21.7093,15.3333,197.76,42.008,11.5407,0.0,0.65,0.445333,0.0,0.0,0.0,-3.512,18.3633,46.768
2115,21.6013,14.0,197.728,41.8827,11.524,0.0,0.65,0.589333,0.0,0.0,0.0,-3.512,18.1553,47.1893
2130,21.4987,14.0,198.485,42.2347,11.5073,0.0,0.65,0.519333,0.0,0.0,0.0,-3.708,17.9767,47.6667
2145,21.3907,14.0,198.581,42.3067,11.7033,0.0,0.65,0.634667,0.0,0.0,0.0,-3.64267,17.7673,48.0133
2200,21.2693,14.0,199.029,42.8133,11.5073,0.0,0.694,1.28133,0.0,0.0,0.0,-3.512,17.5687,48.1813
2215,21.148,13.0667,199.392,42.8133,11.524,0.0,0.65,0.616667,0.0,0.0,0.0,-3.708,17.36,48.1387
2230,21.0267,13.0,198.507,42.6747,11.4093,0.0,0.738,0.589333,0.0,0.0,0.0,-3.708,17.168,47.9333
2245,20.8973,12.0667,198.581,42.2053,11.3447,0.0,0.914,0.568,0.0,0.0,0.0,-3.708,16.994,47.896
2300,20.7973,12.0,198.219,41.9147,11.7033,0.0,1.046,0.0773333,0.0,0.0,0.0,-3.44667,16.8193,47.9413
2315,20.704,12.0,197.632,42.3147,11.426,0.0,1.88067,0.234,0.0,0.0,0.0,-3.64267,16.666,48.8293
2330,20.5813,11.2667,197.664,42.3147,11.6053,0.0,1.09,0.100667,0.0,0.0,0.0,-3.57733,16.5073,49.3493
2345,20.4913,11.0,197.472,42.6053,11.2633,0.0,1.134,0.0,0.0,0.0,0.0,-3.44667,16.358,49.8053
0,20.39,11.0,197.632,42.696,11.5073,0.0,1.134,0.188,0.0,0.0,0.0,-3.512,16.23,50.1813
15,20.2707,11.0,197.685,42.7067,11.6053,0.0,1.266,0.314667,0.0,0.0,0.0,-3.512,16.098,50.2773
30,20.176,11.2,198.016,42.744,11.3447,0.0,1.134,0.129333,0.0,0.0,0.0,-3.38133,15.9673,50.304
45,20.0813,11.8,197.355,42.7413,11.5887,0.0,1.266,0.078,0.0,0.0,0.0,-3.512,15.8473,50.3307
100,19.9807,12.0,197.696,42.768,11.6053,0.0,1.134,0.0,0.0,0.0,0.0,-3.512,15.7033,50.4373
115,19.87,11.3333,197.355,42.9173,11.6867,0.0,1.178,0.036,0.0,0.0,0.0,-3.512,15.5327,51.2107
130,19.7693,11.0,196.992,43.1653,11.6053,0.0,1.222,0.444,0.0,0.0,0.0,-3.316,15.3507,52.4427
145,19.664,11.0,197.504,43.392,11.524,0.0,1.09,0.681333,0.0,0.0,0.0,-3.38133,15.098,53.9413
200,19.5407,10.5333,197.92,43.456,11.524,0.0,1.134,1.30933,0.0,0.0,0.0,-3.44667,14.8613,55.384
215,19.424,10.0,197.984,43.3787,11.6053,0.0,1.134,0.832667,0.0,0.0,0.0,-3.25067,14.7233,55.4213
230,19.3187,10.0,198.507,43.352,11.524,0.0,1.266,0.623333,0.0,0.0,0.0,-3.512,14.6733,55.0347
245,19.2167,10.0,197.92,43.32,11.6053,0.0,1.266,0.0493333,0.0,0.0,0.0,-3.38133,14.5913,54.3787
300,19.0893,10.0,197.013,43.32,11.7033,0.0,1.178,0.0953333,0.0,0.0,0.0,-3.25067,14.4647,54.8613
315,18.9873,10.0,197.312,43.336,11.5887,0.0,1.266,0.364,0.0,0.0,0.0,-3.316,14.3667,55.28
330,18.8833,10.0,197.376,43.3413,11.866,0.0,1.134,0.106667,0.0,0.0,0.0,-3.12,14.226,55.7707
345,18.77,10.8,197.291,43.3653,11.3613,0.0,1.222,0.0,0.0,0.0,0.0,-3.38133,13.8707,57.2773
400,18.67,10.3333,198.859,43.3947,11.7033,0.0,1.09,0.0,0.0,0.0,0.0,-3.25067,13.66,57.424
415,18.5633,10.0,198.848,43.3493,11.622,0.0,1.134,0.08,0.0,0.0,0.0,-3.042,13.5933,57.6
430,18.4493,10.0,198.987,43.2667,11.866,0.0,0.87,0.434667,0.0,0.0,0.0,-3.25067,13.5993,58.1813
445,18.3327,9.06667,199.275,43.2747,11.6867,0.0,1.046,0.259333,0.0,0.0,0.0,-3.38133,13.576,58.3307
500,18.224,9.0,198.763,43.3307,11.7033,0.0,1.794,0.0,0.0,0.0,0.0,-3.25067,13.45,58.0293
515,18.1113,9.0,198.965,43.2667,11.5073,0.0,26.6087,0.391333,0.0,0.0,0.0,-3.25067,13.3687,58.6027
530,17.99,9.0,200.32,43.2133,11.866,0.0,380.475,0.934667,0.0,0.0,0.0,-3.01667,13.3167,59.5147
545,17.89,8.46667,200.395,43.2293,11.4427,0.0,612.224,0.297333,351.232,1182.72,71.68,2.68,13.2633,59.5893
600,17.796,8.0,200.128,43.2747,18.5793,0.0,612.779,0.410667,3784.7,16568.7,3024.9,23.002,13.2133,59.408
615,17.7287,8.73333,200.64,43.384,21.0673,0.0,614.763,0.0,7755.78,46491.0,7433.22,65.8187,13.1967,58.9893
630,17.65,9.0,200.459,43.1867,20.9213,0.0,616.341,0.3,9375.74,56016.9,10134.9,108.992,13.28,58.9627
645,17.608,9.0,199.605,43.2533,20.9853,0.0,617.28,0.0906667,10614.8,63247.7,13617.2,157.749,13.4153,59.8453
700,17.5767,9.0,199.787,43.5947,21.3273,0.0,618.773,0.0,11287.2,69197.8,18438.8,208.395,13.6187,56.9893
715,17.568,9.0,200.373,43.784,21.2473,0.0,619.968,0.0,11788.3,74484.4,24733.0,258.805,13.928,55.072
730,17.604,9.0,200.096,43.824,21.1647,0.0,620.864,0.0,12268.9,78266.4,31662.1,309.451,14.286,54.544
745,17.6427,9.6,200.651,43.776,22.8247,0.0,621.675,0.0,12806.8,80328.0,39286.1,360.683,14.7333,54.3333
800,17.7447,12.6667,200.277,43.8187,31.3867,0.0,621.973,0.234,13330.4,80898.7,46481.4,411.328,15.2407,54.4427
815,17.8233,14.0,199.797,43.7653,37.468,0.0,621.888,0.58,13989.2,80934.2,53144.2,459.989,15.806,55.3227
830,17.9613,14.7333,200.299,43.816,41.436,0.0,621.973,1.48067,14678.0,81311.1,58963.3,507.477,16.29,55.8987
845,18.1107,15.0,199.829,43.7387,36.8653,0.0,621.248,1.03333,12520.8,62783.5,48654.0,449.259,16.8473,56.3067
900,18.2967,15.3333,199.531,43.8507,42.0773,0.0,621.163,1.08333,14684.5,73329.3,61571.1,542.112,17.2867,56.1013
915,18.51,16.0,199.072,43.728,51.504,0.0,622.357,1.362,16900.8,85019.3,75188.9,690.304,17.684,55.8827
930,18.7433,16.1333,199.413,43.4827,57.4747,0.0,622.272,1.78133,14383.8,82264.1,79071.9,712.341,18.264,55.5253
945,18.9867,17.0,198.944,43.344,76.12,0.0,622.315,1.63733,14032.2,77127.7,83121.5,752.213,18.7353,55.0693
1000,19.2547,17.0,198.88,43.3547,81.0827,0.0,622.4,2.06467,13595.3,71002.8,85316.9,793.6,19.178,54.8747
1015,19.5087,17.0,198.965,43.3307,65.0707,0.0,621.717,1.77133,11217.2,51322.2,74235.2,702.261,19.5693,54.88
1030,19.7267,17.0,198.752,43.464,70.336,0.0,621.248,2.088,11897.2,40473.9,76711.9,760.736,19.7947,55.1813
1045,19.9967,17.0,198.944,43.552,74.8147,0.0,621.931,1.496,11437.4,34118.3,82408.8,816.917,20.0907,55.28
1100,20.2787,17.2,198.347,43.5973,76.6187,0.0,621.973,2.23533,10736.0,26536.6,83927.0,866.987,20.4747,55.3093
1115,20.5187,17.9333,198.603,43.68,73.5173,0.0,621.376,2.38467,8960.0,18712.2,75967.8,795.392,20.7,55.8133
1130,20.7333,18.0,198.624,43.7813,71.876,0.0,621.077,2.93267,8859.65,15782.2,72736.8,806.389,20.904,55.92
1145,20.9667,18.0,198.048,43.8987,77.06,0.0,621.035,2.78733,13073.1,17364.7,79077.4,895.936,21.1573,55.8267
1200,21.2133,18.0,197.856,43.8987,78.84,0.0,621.077,2.95667,13681.0,13179.9,76434.1,895.317,21.4787,55.6587
1215,21.4693,18.0,197.792,43.9493,81.0827,0.0,620.907,2.874,14334.0,10727.4,76188.3,904.021,21.7867,54.848
1230,21.7173,18.0,197.792,43.9973,81.0027,0.0,620.736,2.60533,19879.3,11027.8,74080.3,914.603,22.0733,54.3093
1245,21.9067,18.0,197.664,43.9653,68.9147,0.0,620.736,2.76667,27473.9,10549.2,64109.9,839.776,22.144,54.3733
1300,22.1067,18.0,197.536,44.096,79.9813,0.0,620.565,2.79867,35711.7,9325.57,66128.6,882.901,22.404,53.704
1315,22.2853,18.0,196.832,44.168,63.7693,0.0,620.224,2.64867,42964.3,7949.31,57980.2,796.651,22.5227,53.072
1330,22.4613,18.0,196.715,44.3013,55.5867,0.0,620.011,2.91667,51021.1,7985.15,50231.3,757.717,22.632,52.9973
1345,22.6187,18.0,197.344,44.4853,53.336,0.0,619.84,3.27,68816.9,8128.51,51362.5,801.259,22.7653,52.7573
1400,22.7947,18.0,197.472,44.832,50.8107,0.0,619.84,3.134,78424.7,8099.84,47322.5,789.163,22.9667,52.8053
1415,22.94,18.0,197.621,45.2107,44.992,0.0,619.413,2.792,75174.6,7748.61,38723.6,666.88,23.0427,52.3733
1430,23.0707,17.4667,197.632,45.5893,44.0307,0.0,619.797,3.11467,77794.6,9338.88,35465.6,656.064,23.0013,53.0907
1445,23.2173,17.0,196.864,45.9787,42.6453,0.0,619.925,2.68133,75477.0,12426.9,32855.4,655.595,23.008,53.3227
1500,23.324,17.7333,196.917,46.4373,36.4967,0.0,619.413,2.902,62864.7,10528.8,25562.5,506.208,22.932,53.68
1515,23.3947,18.0,197.195,46.9573,44.01,0.0,619.243,2.76667,86805.2,11596.1,25251.8,629.173,22.7413,54.6107
1530,23.4987,18.0,196.181,47.2773,34.3953,0.0,619.328,2.494,61760.9,12076.0,22230.4,460.859,22.656,55.4267
1545,23.5413,18.0,195.477,47.8693,25.168,0.0,618.005,2.53333,42039.3,12721.2,18418.3,330.176,22.372,55.736
1600,23.5547,18.0,195.317,48.2427,23.606,0.0,618.048,2.37933,43406.0,13022.9,17294.3,332.629,21.952,56.6613
1615,23.552,18.0,195.147,48.4773,22.5653,0.0,617.493,2.23067,31772.0,10785.8,13624.3,254.843,21.62,57.2427
1630,23.544,18.0,194.325,48.6667,22.1407,0.0,617.493,1.95467,70671.0,11402.6,14779.1,384.197,21.3,57.944
1645,23.524,18.0,194.08,48.7093,20.8227,0.0,617.28,2.03533,39123.6,9274.37,11117.2,231.488,21.0307,58.8827
1700,23.492,18.0,193.845,48.84,20.8227,0.0,617.109,2.11533,40455.5,8866.13,10600.4,220.773,20.7973,59.5653
1715,23.4253,18.0,193.12,49.0347,20.742,0.0,616.64,1.398,39759.9,7748.27,9238.87,184.293,20.5747,60.0107
1730,23.372,18.0,193.845,49.1333,20.7427,0.0,615.915,1.80667,6408.19,3211.26,4171.78,57.552,20.392,60.5333
1745,23.316,17.0667,193.888,49.2293,20.742,0.0,615.36,1.21933,5053.44,2731.01,2960.38,46.268,20.1293,61.0773
1800,23.232,16.6667,193.696,49.32,20.7407,0.0,614.912,1.07267,3325.95,2179.07,2243.58,28.9507,19.9233,61.624
1815,23.148,16.0,192.651,49.3413,17.1333,0.0,614.4,1.29667,1870.85,1182.72,953.344,14.736,19.632,62.2347
1830,23.0413,16.0,193.365,49.528,11.2947,0.0,612.693,1.09,150.528,0.0,0.0,2.10867,19.3833,62.832
1845,22.936,16.0,192.992,49.6107,11.5073,0.0,306.496,0.677333,0.0,0.0,0.0,-3.22533,19.1673,63.128
1900,22.82,15.8667,193.493,49.7387,11.2467,0.0,32.052,0.614,0.0,0.0,0.0,-3.77333,18.9193,63.5627
1915,22.7173,15.0,193.472,49.6987,11.4907,0.0,1.574,0.718,0.0,0.0,0.0,-3.708,18.6553,64.32
1930,22.5853,15.0,193.365,49.8107,11.328,0.0,0.65,0.349333,0.0,0.0,0.0,-3.57733,18.4293,64.6053
1945,22.484,15.0,193.493,49.7653,11.426,0.0,0.65,0.492667,0.0,0.0,0.0,-3.44667,18.1987,65.0667
2000,22.36,15.0,194.048,49.7067,11.3447,0.0,0.65,0.412667,0.0,0.0,0.0,-3.57733,18.006,65.2853
2015,22.2293,15.0,193.248,49.7307,11.426,0.0,0.65,0.235333,0.0,0.0,0.0,-3.64267,17.796,65.5467
2030,22.124,15.0,193.931,49.5893,11.5073,0.0,0.65,0.036,0.0,0.0,0.0,-3.512,17.606,65.9013
2045,22.008,15.0,193.643,49.2507,11.524,0.0,0.65,0.475333,0.0,0.0,0.0,-3.77333,17.44,66.1947
2100,21.8987,15.0,192.96,48.8053,11.328,0.0,0.65,0.0746667,0.0,0.0,0.0,-3.44667,17.2827,66.6613
