MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,Time
1,1,0,-1,1,1,0,1,0,0,1,0,1,1,19.8725
1,1,0,-1,1,1,0,1,0,0,1,1,0,0,37.295
1,1,0,-1,1,1,0,1,0,0,1,1,0,1,37.1425
1,1,0,-1,1,1,0,1,0,0,1,1,1,0,21.135
1,1,0,-1,1,1,0,1,0,0,1,1,1,1,17.905
1,1,0,-1,1,1,1,0,-1,-1,0,0,0,0,130.29250000000002
1,1,0,-1,1,1,1,0,-1,-1,0,0,0,1,133.51500000000001
1,1,0,-1,1,1,1,0,-1,-1,0,0,1,0,30.335
1,1,0,-1,1,1,1,0,-1,-1,0,0,1,1,28.7375
1,1,0,-1,1,1,1,0,-1,-1,0,1,0,0,130.0375
1,1,0,-1,1,1,1,0,-1,-1,0,1,0,1,132.2575
1,1,0,-1,1,1,1,0,-1,-1,0,1,1,0,33.08
1,1,0,-1,1,1,1,0,-1,-1,0,1,1,1,26.7125
1,1,0,-1,1,1,1,0,-1,-1,1,0,0,0,54.6
1,1,0,-1,1,1,1,0,-1,-1,1,0,0,1,50.445
1,1,0,-1,1,1,1,0,-1,-1,1,0,1,0,34.0175
1,1,0,-1,1,1,1,0,-1,-1,1,0,1,1,30.395
1,1,0,-1,1,1,1,0,-1,-1,1,1,0,0,54.182500000000005
1,1,0,-1,1,1,1,0,-1,-1,1,1,0,1,49.292500000000004
1,1,0,-1,1,1,1,0,-1,-1,1,1,1,0,33.412499999999994
1,1,0,-1,1,1,1,0,-1,-1,1,1,1,1,27.197499999999998
1,1,0,-1,1,1,1,0,-1,0,0,0,0,0,128.1325
1,1,0,-1,1,1,1,0,-1,0,0,0,0,1,131.5775
1,1,0,-1,1,1,1,0,-1,0,0,0,1,0,25.1175
1,1,0,-1,1,1,1,0,-1,0,0,0,1,1,23.19
1,1,0,-1,1,1,1,0,-1,0,0,1,0,0,128.43
1,1,0,-1,1,1,1,0,-1,0,0,1,0,1,131.60999999999999
1,1,0,-1,1,1,1,0,-1,0,0,1,1,0,24.8125
1,1,0,-1,1,1,1,0,-1,0,0,1,1,1,23.252499999999998
1,1,0,-1,1,1,1,0,-1,0,1,0,0,0,51.09
1,1,0,-1,1,1,1,0,-1,0,1,0,0,1,45.6475
1,1,0,-1,1,1,1,0,-1,0,1,0,1,0,29.7325
1,1,0,-1,1,1,1,0,-1,0,1,0,1,1,26.009999999999998
1,1,0,-1,1,1,1,0,-1,0,1,1,0,0,51.1775
1,1,0,-1,1,1,1,0,-1,0,1,1,0,1,45.61999999999999
1,1,0,-1,1,1,1,0,-1,0,1,1,1,0,30.0175
1,1,0,-1,1,1,1,0,-1,0,1,1,1,1,25.9025
1,1,0,-1,1,1,1,0,0,-1,0,0,0,0,67.41499999999999
1,1,0,-1,1,1,1,0,0,-1,0,0,0,1,69.895
1,1,0,-1,1,1,1,0,0,-1,0,0,1,0,28.757499999999997
1,1,0,-1,1,1,1,0,0,-1,0,0,1,1,22.355
1,1,0,-1,1,1,1,0,0,-1,0,1,0,0,67.4725
1,1,0,-1,1,1,1,0,0,-1,0,1,0,1,67.82
1,1,0,-1,1,1,1,0,0,-1,0,1,1,0,28.5825
1,1,0,-1,1,1,1,0,0,-1,0,1,1,1,21.705
1,1,0,-1,1,1,1,0,0,-1,1,0,0,0,42.755
1,1,0,-1,1,1,1,0,0,-1,1,0,0,1,39.865
1,1,0,-1,1,1,1,0,0,-1,1,0,1,0,28.060000000000002
1,1,0,-1,1,1,1,0,0,-1,1,0,1,1,20.8075
1,1,0,-1,1,1,1,0,0,-1,1,1,0,0,42.9275
1,1,0,-1,1,1,1,0,0,-1,1,1,0,1,38.355000000000004
1,1,0,-1,1,1,1,0,0,-1,1,1,1,0,25.8525
1,1,0,-1,1,1,1,0,0,-1,1,1,1,1,19.7375
1,1,0,-1,1,1,1,0,0,0,0,0,0,0,65.32
1,1,0,-1,1,1,1,0,0,0,0,0,0,1,67.3775
1,1,0,-1,1,1,1,0,0,0,0,0,1,0,20.9825
1,1,0,-1,1,1,1,0,0,0,0,0,1,1,19.380000000000003
1,1,0,-1,1,1,1,0,0,0,0,1,0,0,65.5275
1,1,0,-1,1,1,1,0,0,0,0,1,0,1,67.52250000000001
1,1,0,-1,1,1,1,0,0,0,0,1,1,0,21.112500000000004
1,1,0,-1,1,1,1,0,0,0,0,1,1,1,19.227500000000003
1,1,0,-1,1,1,1,0,0,0,1,0,0,0,34.6775
1,1,0,-1,1,1,1,0,0,0,1,0,0,1,37.7575
1,1,0,-1,1,1,1,0,0,0,1,0,1,0,21.9625
1,1,0,-1,1,1,1,0,0,0,1,0,1,1,17.8075
1,1,0,-1,1,1,1,0,0,0,1,1,0,0,34.6925
1,1,0,-1,1,1,1,0,0,0,1,1,0,1,37.76499999999999
1,1,0,-1,1,1,1,0,0,0,1,1,1,0,21.465
1,1,0,-1,1,1,1,0,0,0,1,1,1,1,17.8825
1,1,0,-1,1,1,1,1,-1,-1,0,0,0,0,129.8125
1,1,0,-1,1,1,1,1,-1,-1,0,0,0,1,133.625
1,1,0,-1,1,1,1,1,-1,-1,0,0,1,0,28.375
1,1,0,-1,1,1,1,1,-1,-1,0,0,1,1,28.6625
1,1,0,-1,1,1,1,1,-1,-1,0,1,0,0,129.98250000000002
1,1,0,-1,1,1,1,1,-1,-1,0,1,0,1,131.8975
1,1,0,-1,1,1,1,1,-1,-1,0,1,1,0,30.075000000000003
1,1,0,-1,1,1,1,1,-1,-1,0,1,1,1,25.755
1,1,0,-1,1,1,1,1,-1,-1,1,0,0,0,53.5525
1,1,0,-1,1,1,1,1,-1,-1,1,0,0,1,51.07
1,1,0,-1,1,1,1,1,-1,-1,1,0,1,0,32.575
1,1,0,-1,1,1,1,1,-1,-1,1,0,1,1,30.6425
1,1,0,-1,1,1,1,1,-1,-1,1,1,0,0,53.0075
1,1,0,-1,1,1,1,1,-1,-1,1,1,0,1,49.985
1,1,0,-1,1,1,1,1,-1,-1,1,1,1,0,32.5
1,1,0,-1,1,1,1,1,-1,-1,1,1,1,1,25.612499999999997
1,1,0,-1,1,1,1,1,-1,0,0,0,0,0,128.16
1,1,0,-1,1,1,1,1,-1,0,0,0,0,1,131.8425
1,1,0,-1,1,1,1,1,-1,0,0,0,1,0,25.7325
1,1,0,-1,1,1,1,1,-1,0,0,0,1,1,23.1975
1,1,0,-1,1,1,1,1,-1,0,0,1,0,0,128.15499999999997
1,1,0,-1,1,1,1,1,-1,0,0,1,0,1,132.1125
1,1,0,-1,1,1,1,1,-1,0,0,1,1,0,25.29
1,1,0,-1,1,1,1,1,-1,0,0,1,1,1,23.25
1,1,0,-1,1,1,1,1,-1,0,1,0,0,0,49.93
1,1,0,-1,1,1,1,1,-1,0,1,0,0,1,47.714999999999996
1,1,0,-1,1,1,1,1,-1,0,1,0,1,0,30.4225
1,1,0,-1,1,1,1,1,-1,0,1,0,1,1,25.965000000000003
1,1,0,-1,1,1,1,1,-1,0,1,1,0,0,49.834999999999994
1,1,0,-1,1,1,1,1,-1,0,1,1,0,1,47.725
1,1,0,-1,1,1,1,1,-1,0,1,1,1,0,29.58
1,1,0,-1,1,1,1,1,-1,0,1,1,1,1,26.01
1,1,0,-1,1,1,1,1,0,-1,0,0,0,0,67.495
1,1,0,-1,1,1,1,1,0,-1,0,0,0,1,69.935
1,1,0,-1,1,1,1,1,0,-1,0,0,1,0,25.665
1,1,0,-1,1,1,1,1,0,-1,0,0,1,1,21.595
1,1,0,-1,1,1,1,1,0,-1,0,1,0,0,67.495
1,1,0,-1,1,1,1,1,0,-1,0,1,0,1,67.505
1,1,0,-1,1,1,1,1,0,-1,0,1,1,0,25.410000000000004
1,1,0,-1,1,1,1,1,0,-1,0,1,1,1,21.455
1,1,0,-1,1,1,1,1,0,-1,1,0,0,0,40.7025
1,1,0,-1,1,1,1,1,0,-1,1,0,0,1,41.04
1,1,0,-1,1,1,1,1,0,-1,1,0,1,0,23.762500000000003
1,1,0,-1,1,1,1,1,0,-1,1,0,1,1,19.942500000000003
1,1,0,-1,1,1,1,1,0,-1,1,1,0,0,40.31
1,1,0,-1,1,1,1,1,0,-1,1,1,0,1,39.802499999999995
1,1,0,-1,1,1,1,1,0,-1,1,1,1,0,24.395000000000003
1,1,0,-1,1,1,1,1,0,-1,1,1,1,1,20.11
1,1,0,-1,1,1,1,1,0,0,0,0,0,0,65.465
1,1,0,-1,1,1,1,1,0,0,0,0,0,1,67.545
1,1,0,-1,1,1,1,1,0,0,0,0,1,0,21.032500000000002
1,1,0,-1,1,1,1,1,0,0,0,0,1,1,19.34
1,1,0,-1,1,1,1,1,0,0,0,1,0,0,65.555
1,1,0,-1,1,1,1,1,0,0,0,1,0,1,67.545
1,1,0,-1,1,1,1,1,0,0,0,1,1,0,21.002499999999998
1,1,0,-1,1,1,1,1,0,0,0,1,1,1,19.3325
1,1,0,-1,1,1,1,1,0,0,1,0,0,0,37.29
1,1,0,-1,1,1,1,1,0,0,1,0,0,1,37.22
1,1,0,-1,1,1,1,1,0,0,1,0,1,0,22.119999999999997
1,1,0,-1,1,1,1,1,0,0,1,0,1,1,17.8275
1,1,0,-1,1,1,1,1,0,0,1,1,0,0,37.32
1,1,0,-1,1,1,1,1,0,0,1,1,0,1,37.247499999999995
1,1,0,-1,1,1,1,1,0,0,1,1,1,0,21.1625
1,1,0,-1,1,1,1,1,0,0,1,1,1,1,17.88
1,1,0,0,-1,-1,-1,0,-1,-1,0,0,0,0,47.99249999999999
1,1,0,0,-1,-1,-1,0,-1,-1,0,0,0,1,51.527499999999996
1,1,0,0,-1,-1,-1,0,-1,-1,0,0,1,0,40.6675
1,1,0,0,-1,-1,-1,0,-1,-1,0,0,1,1,46.685
1,1,0,0,-1,-1,-1,0,-1,-1,0,1,0,0,45.19
1,1,0,0,-1,-1,-1,0,-1,-1,0,1,0,1,39.010000000000005
1,1,0,0,-1,-1,-1,0,-1,-1,0,1,1,0,47.175
1,1,0,0,-1,-1,-1,0,-1,-1,0,1,1,1,39.045
1,1,0,0,-1,-1,-1,0,-1,-1,1,0,0,0,33.82
1,1,0,0,-1,-1,-1,0,-1,-1,1,0,0,1,32.8675
1,1,0,0,-1,-1,-1,0,-1,-1,1,0,1,0,34.525
1,1,0,0,-1,-1,-1,0,-1,-1,1,0,1,1,33.09
1,1,0,0,-1,-1,-1,0,-1,-1,1,1,0,0,41.112500000000004
1,1,0,0,-1,-1,-1,0,-1,-1,1,1,0,1,28.200000000000003
1,1,0,0,-1,-1,-1,0,-1,-1,1,1,1,0,34.5375
1,1,0,0,-1,-1,-1,0,-1,-1,1,1,1,1,30.38
1,1,0,0,-1,-1,-1,0,-1,0,0,0,0,0,46.4725
1,1,0,0,-1,-1,-1,0,-1,0,0,0,0,1,42.09
1,1,0,0,-1,-1,-1,0,-1,0,0,0,1,0,35.599999999999994
1,1,0,0,-1,-1,-1,0,-1,0,0,0,1,1,41.019999999999996
1,1,0,0,-1,-1,-1,0,-1,0,0,1,0,0,44.11999999999999
1,1,0,0,-1,-1,-1,0,-1,0,0,1,0,1,41.1875
1,1,0,0,-1,-1,-1,0,-1,0,0,1,1,0,34.0025
1,1,0,0,-1,-1,-1,0,-1,0,0,1,1,1,33.567499999999995
1,1,0,0,-1,-1,-1,0,-1,0,1,0,0,0,33.305
1,1,0,0,-1,-1,-1,0,-1,0,1,0,0,1,24.7425
1,1,0,0,-1,-1,-1,0,-1,0,1,0,1,0,31.3275
1,1,0,0,-1,-1,-1,0,-1,0,1,0,1,1,28.0275
1,1,0,0,-1,-1,-1,0,-1,0,1,1,0,0,38.022499999999994
1,1,0,0,-1,-1,-1,0,-1,0,1,1,0,1,23.715
1,1,0,0,-1,-1,-1,0,-1,0,1,1,1,0,31.422500000000003
1,1,0,0,-1,-1,-1,0,-1,0,1,1,1,1,22.630000000000003
1,1,0,0,-1,-1,-1,0,-1,1,0,0,0,0,45.08
1,1,0,0,-1,-1,-1,0,-1,1,0,0,0,1,39.417500000000004
1,1,0,0,-1,-1,-1,0,-1,1,0,0,1,0,36.6125
1,1,0,0,-1,-1,-1,0,-1,1,0,0,1,1,34.9575
1,1,0,0,-1,-1,-1,0,-1,1,0,1,0,0,45.97
1,1,0,0,-1,-1,-1,0,-1,1,0,1,0,1,37.300000000000004
1,1,0,0,-1,-1,-1,0,-1,1,0,1,1,0,37.6725
1,1,0,0,-1,-1,-1,0,-1,1,0,1,1,1,33.3025
1,1,0,0,-1,-1,-1,0,-1,1,1,0,0,0,34.7225
1,1,0,0,-1,-1,-1,0,-1,1,1,0,0,1,21.4025
1,1,0,0,-1,-1,-1,0,-1,1,1,0,1,0,29.442500000000003
1,1,0,0,-1,-1,-1,0,-1,1,1,0,1,1,23.11
1,1,0,0,-1,-1,-1,0,-1,1,1,1,0,0,35.095
1,1,0,0,-1,-1,-1,0,-1,1,1,1,0,1,22.4875
1,1,0,0,-1,-1,-1,0,-1,1,1,1,1,0,29.795
1,1,0,0,-1,-1,-1,0,-1,1,1,1,1,1,21.7625
1,1,0,0,-1,-1,-1,0,-1,2,0,0,0,0,37.269999999999996
1,1,0,0,-1,-1,-1,0,-1,2,0,0,0,1,38.309999999999995
1,1,0,0,-1,-1,-1,0,-1,2,0,0,1,0,35.32
1,1,0,0,-1,-1,-1,0,-1,2,0,0,1,1,34.800000000000004
1,1,0,0,-1,-1,-1,0,-1,2,0,1,0,0,37.4575
1,1,0,0,-1,-1,-1,0,-1,2,0,1,0,1,38.2975
1,1,0,0,-1,-1,-1,0,-1,2,0,1,1,0,34.93
1,1,0,0,-1,-1,-1,0,-1,2,0,1,1,1,36.2625
1,1,0,0,-1,-1,-1,0,-1,2,1,0,0,0,29.189999999999998
1,1,0,0,-1,-1,-1,0,-1,2,1,0,0,1,21.232499999999998
1,1,0,0,-1,-1,-1,0,-1,2,1,0,1,0,29.8675
1,1,0,0,-1,-1,-1,0,-1,2,1,0,1,1,25.0625
1,1,0,0,-1,-1,-1,0,-1,2,1,1,0,0,29.6775
1,1,0,0,-1,-1,-1,0,-1,2,1,1,0,1,21.552500000000002
1,1,0,0,-1,-1,-1,0,-1,2,1,1,1,0,30.322499999999998
1,1,0,0,-1,-1,-1,0,-1,2,1,1,1,1,25.085
1,1,0,0,-1,-1,-1,0,0,-1,0,0,0,0,39.4175
1,1,0,0,-1,-1,-1,0,0,-1,0,0,0,1,45.6175
1,1,0,0,-1,-1,-1,0,0,-1,0,0,1,0,37.1125
1,1,0,0,-1,-1,-1,0,0,-1,0,0,1,1,38.5925
1,1,0,0,-1,-1,-1,0,0,-1,0,1,0,0,41.1325
1,1,0,0,-1,-1,-1,0,0,-1,0,1,0,1,31.2125
1,1,0,0,-1,-1,-1,0,0,-1,0,1,1,0,35.5925
1,1,0,0,-1,-1,-1,0,0,-1,0,1,1,1,31.775000000000002
1,1,0,0,-1,-1,-1,0,0,-1,1,0,0,0,35.25
1,1,0,0,-1,-1,-1,0,0,-1,1,0,0,1,42.550000000000004
1,1,0,0,-1,-1,-1,0,0,-1,1,0,1,0,29.265
1,1,0,0,-1,-1,-1,0,0,-1,1,0,1,1,31.137500000000003
1,1,0,0,-1,-1,-1,0,0,-1,1,1,0,0,38.6825
1,1,0,0,-1,-1,-1,0,0,-1,1,1,0,1,29.62
1,1,0,0,-1,-1,-1,0,0,-1,1,1,1,0,32.595
1,1,0,0,-1,-1,-1,0,0,-1,1,1,1,1,27.237500000000004
1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,36.0325
1,1,0,0,-1,-1,-1,0,0,0,0,0,0,1,35.325
1,1,0,0,-1,-1,-1,0,0,0,0,0,1,0,36.2475
1,1,0,0,-1,-1,-1,0,0,0,0,0,1,1,33.4925
1,1,0,0,-1,-1,-1,0,0,0,0,1,0,0,35.915
1,1,0,0,-1,-1,-1,0,0,0,0,1,0,1,24.5625
1,1,0,0,-1,-1,-1,0,0,0,0,1,1,0,38.3575
1,1,0,0,-1,-1,-1,0,0,0,0,1,1,1,25.215000000000003
1,1,0,0,-1,-1,-1,0,0,0,1,0,0,0,33.114999999999995
1,1,0,0,-1,-1,-1,0,0,0,1,0,0,1,27.3975
1,1,0,0,-1,-1,-1,0,0,0,1,0,1,0,33.6475
1,1,0,0,-1,-1,-1,0,0,0,1,0,1,1,22.72
1,1,0,0,-1,-1,-1,0,0,0,1,1,0,0,34.035
1,1,0,0,-1,-1,-1,0,0,0,1,1,0,1,22.050000000000004
1,1,0,0,-1,-1,-1,0,0,0,1,1,1,0,34.30500000000001
1,1,0,0,-1,-1,-1,0,0,0,1,1,1,1,18.6225
1,1,0,0,-1,-1,-1,0,0,1,0,0,0,0,42.80500000000001
1,1,0,0,-1,-1,-1,0,0,1,0,0,0,1,30.4
1,1,0,0,-1,-1,-1,0,0,1,0,0,1,0,36.72
1,1,0,0,-1,-1,-1,0,0,1,0,0,1,1,28.0975
1,1,0,0,-1,-1,-1,0,0,1,0,1,0,0,51.165000000000006
1,1,0,0,-1,-1,-1,0,0,1,0,1,0,1,29.865
1,1,0,0,-1,-1,-1,0,0,1,0,1,1,0,39.845
1,1,0,0,-1,-1,-1,0,0,1,0,1,1,1,26.01
1,1,0,0,-1,-1,-1,0,0,1,1,0,0,0,39.59
1,1,0,0,-1,-1,-1,0,0,1,1,0,0,1,29.5425
1,1,0,0,-1,-1,-1,0,0,1,1,0,1,0,34.864999999999995
1,1,0,0,-1,-1,-1,0,0,1,1,0,1,1,19.020000000000003
1,1,0,0,-1,-1,-1,0,0,1,1,1,0,0,40.395
1,1,0,0,-1,-1,-1,0,0,1,1,1,0,1,28.575
1,1,0,0,-1,-1,-1,0,0,1,1,1,1,0,35.105000000000004
1,1,0,0,-1,-1,-1,0,0,1,1,1,1,1,17.7775
1,1,0,0,-1,-1,-1,0,0,2,0,0,0,0,32.545
1,1,0,0,-1,-1,-1,0,0,2,0,0,0,1,30.192500000000003
1,1,0,0,-1,-1,-1,0,0,2,0,0,1,0,30.9
1,1,0,0,-1,-1,-1,0,0,2,0,0,1,1,29.467499999999998
1,1,0,0,-1,-1,-1,0,0,2,0,1,0,0,32.555
1,1,0,0,-1,-1,-1,0,0,2,0,1,0,1,30.2525
1,1,0,0,-1,-1,-1,0,0,2,0,1,1,0,30.455
1,1,0,0,-1,-1,-1,0,0,2,0,1,1,1,29.555
1,1,0,0,-1,-1,-1,0,0,2,1,0,0,0,29.054999999999996
1,1,0,0,-1,-1,-1,0,0,2,1,0,0,1,24.5825
1,1,0,0,-1,-1,-1,0,0,2,1,0,1,0,25.865000000000002
1,1,0,0,-1,-1,-1,0,0,2,1,0,1,1,19.817500000000003
1,1,0,0,-1,-1,-1,0,0,2,1,1,0,0,29.1175
1,1,0,0,-1,-1,-1,0,0,2,1,1,0,1,24.5875
1,1,0,0,-1,-1,-1,0,0,2,1,1,1,0,26.33
1,1,0,0,-1,-1,-1,0,0,2,1,1,1,1,19.935
1,1,0,0,-1,-1,-1,0,1,-1,0,0,0,0,35.085
1,1,0,0,-1,-1,-1,0,1,-1,0,0,0,1,45.629999999999995
1,1,0,0,-1,-1,-1,0,1,-1,0,0,1,0,32.245
1,1,0,0,-1,-1,-1,0,1,-1,0,0,1,1,42.125
1,1,0,0,-1,-1,-1,0,1,-1,0,1,0,0,34.394999999999996
1,1,0,0,-1,-1,-1,0,1,-1,0,1,0,1,29.7625
1,1,0,0,-1,-1,-1,0,1,-1,0,1,1,0,33.0625
1,1,0,0,-1,-1,-1,0,1,-1,0,1,1,1,29.2775
1,1,0,0,-1,-1,-1,0,1,-1,1,0,0,0,35.0775
1,1,0,0,-1,-1,-1,0,1,-1,1,0,0,1,39.8875
1,1,0,0,-1,-1,-1,0,1,-1,1,0,1,0,30.795
1,1,0,0,-1,-1,-1,0,1,-1,1,0,1,1,39.935
1,1,0,0,-1,-1,-1,0,1,-1,1,1,0,0,34.0075
1,1,0,0,-1,-1,-1,0,1,-1,1,1,0,1,29.4325
1,1,0,0,-1,-1,-1,0,1,-1,1,1,1,0,31.4575
1,1,0,0,-1,-1,-1,0,1,-1,1,1,1,1,27.892500000000002
1,1,0,0,-1,-1,-1,0,1,0,0,0,0,0,30.235
1,1,0,0,-1,-1,-1,0,1,0,0,0,0,1,32.4975
1,1,0,0,-1,-1,-1,0,1,0,0,0,1,0,30.4
1,1,0,0,-1,-1,-1,0,1,0,0,0,1,1,28.9225
1,1,0,0,-1,-1,-1,0,1,0,0,1,0,0,29.810000000000002
1,1,0,0,-1,-1,-1,0,1,0,0,1,0,1,21.6025
1,1,0,0,-1,-1,-1,0,1,0,0,1,1,0,34.949999999999996
1,1,0,0,-1,-1,-1,0,1,0,0,1,1,1,23.74
1,1,0,0,-1,-1,-1,0,1,0,1,0,0,0,30.22
1,1,0,0,-1,-1,-1,0,1,0,1,0,0,1,31.9525
1,1,0,0,-1,-1,-1,0,1,0,1,0,1,0,28.972499999999997
1,1,0,0,-1,-1,-1,0,1,0,1,0,1,1,24.575000000000003
1,1,0,0,-1,-1,-1,0,1,0,1,1,0,0,29.5575
1,1,0,0,-1,-1,-1,0,1,0,1,1,0,1,21.42
1,1,0,0,-1,-1,-1,0,1,0,1,1,1,0,34.465
1,1,0,0,-1,-1,-1,0,1,0,1,1,1,1,21.447499999999998
1,1,0,0,-1,-1,-1,0,1,1,0,0,0,0,27.58
1,1,0,0,-1,-1,-1,0,1,1,0,0,0,1,24.139999999999997
1,1,0,0,-1,-1,-1,0,1,1,0,0,1,0,28.9625
1,1,0,0,-1,-1,-1,0,1,1,0,0,1,1,24.9625
1,1,0,0,-1,-1,-1,0,1,1,0,1,0,0,28.4625
1,1,0,0,-1,-1,-1,0,1,1,0,1,0,1,21.729999999999997
1,1,0,0,-1,-1,-1,0,1,1,0,1,1,0,29.265
1,1,0,0,-1,-1,-1,0,1,1,0,1,1,1,21.46
1,1,0,0,-1,-1,-1,0,1,1,1,0,0,0,27.564999999999998
1,1,0,0,-1,-1,-1,0,1,1,1,0,0,1,23.8825
1,1,0,0,-1,-1,-1,0,1,1,1,0,1,0,27.64
1,1,0,0,-1,-1,-1,0,1,1,1,0,1,1,22.065
1,1,0,0,-1,-1,-1,0,1,1,1,1,0,0,28.217499999999998
1,1,0,0,-1,-1,-1,0,1,1,1,1,0,1,21.185000000000002
1,1,0,0,-1,-1,-1,0,1,1,1,1,1,0,27.752499999999998
1,1,0,0,-1,-1,-1,0,1,1,1,1,1,1,21.69
1,1,0,0,-1,-1,-1,0,1,2,0,0,0,0,30.16
1,1,0,0,-1,-1,-1,0,1,2,0,0,0,1,26.9525
1,1,0,0,-1,-1,-1,0,1,2,0,0,1,0,27.625
1,1,0,0,-1,-1,-1,0,1,2,0,0,1,1,23.4025
1,1,0,0,-1,-1,-1,0,1,2,0,1,0,0,30.172500000000003
1,1,0,0,-1,-1,-1,0,1,2,0,1,0,1,27.257500000000004
1,1,0,0,-1,-1,-1,0,1,2,0,1,1,0,28.7625
1,1,0,0,-1,-1,-1,0,1,2,0,1,1,1,23.335
1,1,0,0,-1,-1,-1,0,1,2,1,0,0,0,30.095000000000002
1,1,0,0,-1,-1,-1,0,1,2,1,0,0,1,25.720000000000002
1,1,0,0,-1,-1,-1,0,1,2,1,0,1,0,25.1875
1,1,0,0,-1,-1,-1,0,1,2,1,0,1,1,21.7575
1,1,0,0,-1,-1,-1,0,1,2,1,1,0,0,30.1875
1,1,0,0,-1,-1,-1,0,1,2,1,1,0,1,25.735
1,1,0,0,-1,-1,-1,0,1,2,1,1,1,0,26.0475
1,1,0,0,-1,-1,-1,0,1,2,1,1,1,1,21.7075
1,1,0,0,-1,-1,-1,1,-1,-1,0,0,0,0,51.6175
1,1,0,0,-1,-1,-1,1,-1,-1,0,0,0,1,55.3375
1,1,0,0,-1,-1,-1,1,-1,-1,0,0,1,0,44.897499999999994
1,1,0,0,-1,-1,-1,1,-1,-1,0,0,1,1,49.7125
1,1,0,0,-1,-1,-1,1,-1,-1,0,1,0,0,46.215
1,1,0,0,-1,-1,-1,1,-1,-1,0,1,0,1,41.5225
1,1,0,0,-1,-1,-1,1,-1,-1,0,1,1,0,41.745
1,1,0,0,-1,-1,-1,1,-1,-1,0,1,1,1,42.464999999999996
1,1,0,0,-1,-1,-1,1,-1,-1,1,0,0,0,34.365
1,1,0,0,-1,-1,-1,1,-1,-1,1,0,0,1,35.5625
1,1,0,0,-1,-1,-1,1,-1,-1,1,0,1,0,35.177499999999995
1,1,0,0,-1,-1,-1,1,-1,-1,1,0,1,1,36.0175
1,1,0,0,-1,-1,-1,1,-1,-1,1,1,0,0,39.95
1,1,0,0,-1,-1,-1,1,-1,-1,1,1,0,1,30.145
1,1,0,0,-1,-1,-1,1,-1,-1,1,1,1,0,37.0425
1,1,0,0,-1,-1,-1,1,-1,-1,1,1,1,1,32.7025
1,1,0,0,-1,-1,-1,1,-1,0,0,0,0,0,45.934999999999995
1,1,0,0,-1,-1,-1,1,-1,0,0,0,0,1,46.7525
1,1,0,0,-1,-1,-1,1,-1,0,0,0,1,0,40.6925
1,1,0,0,-1,-1,-1,1,-1,0,0,0,1,1,43.225
1,1,0,0,-1,-1,-1,1,-1,0,0,1,0,0,42.655
1,1,0,0,-1,-1,-1,1,-1,0,0,1,0,1,40.5925
1,1,0,0,-1,-1,-1,1,-1,0,0,1,1,0,41.26
1,1,0,0,-1,-1,-1,1,-1,0,0,1,1,1,36.2275
1,1,0,0,-1,-1,-1,1,-1,0,1,0,0,0,31.435000000000002
1,1,0,0,-1,-1,-1,1,-1,0,1,0,0,1,27.884999999999998
1,1,0,0,-1,-1,-1,1,-1,0,1,0,1,0,32.915
1,1,0,0,-1,-1,-1,1,-1,0,1,0,1,1,29.017500000000002
1,1,0,0,-1,-1,-1,1,-1,0,1,1,0,0,31.6275
1,1,0,0,-1,-1,-1,1,-1,0,1,1,0,1,22.8075
1,1,0,0,-1,-1,-1,1,-1,0,1,1,1,0,38.9775
1,1,0,0,-1,-1,-1,1,-1,0,1,1,1,1,24.912499999999998
1,1,0,0,-1,-1,-1,1,-1,1,0,0,0,0,43.3375
1,1,0,0,-1,-1,-1,1,-1,1,0,0,0,1,43.1025
1,1,0,0,-1,-1,-1,1,-1,1,0,0,1,0,37.2125
1,1,0,0,-1,-1,-1,1,-1,1,0,0,1,1,38.8025
1,1,0,0,-1,-1,-1,1,-1,1,0,1,0,0,43.69
1,1,0,0,-1,-1,-1,1,-1,1,0,1,0,1,40.815
1,1,0,0,-1,-1,-1,1,-1,1,0,1,1,0,37.715
1,1,0,0,-1,-1,-1,1,-1,1,0,1,1,1,35.06
1,1,0,0,-1,-1,-1,1,-1,1,1,0,0,0,31.607499999999998
1,1,0,0,-1,-1,-1,1,-1,1,1,0,0,1,23.305
1,1,0,0,-1,-1,-1,1,-1,1,1,0,1,0,32.08
1,1,0,0,-1,-1,-1,1,-1,1,1,0,1,1,23.827499999999997
1,1,0,0,-1,-1,-1,1,-1,1,1,1,0,0,31.845
1,1,0,0,-1,-1,-1,1,-1,1,1,1,0,1,22.025000000000002
1,1,0,0,-1,-1,-1,1,-1,1,1,1,1,0,32.9475
1,1,0,0,-1,-1,-1,1,-1,1,1,1,1,1,23.5075
1,1,0,0,-1,-1,-1,1,-1,2,0,0,0,0,39.0675
1,1,0,0,-1,-1,-1,1,-1,2,0,0,0,1,43.345
1,1,0,0,-1,-1,-1,1,-1,2,0,0,1,0,37.2225
1,1,0,0,-1,-1,-1,1,-1,2,0,0,1,1,38.142500000000005
1,1,0,0,-1,-1,-1,1,-1,2,0,1,0,0,39.1475
1,1,0,0,-1,-1,-1,1,-1,2,0,1,0,1,43.3575
1,1,0,0,-1,-1,-1,1,-1,2,0,1,1,0,35.815
